>NC_058066.1
start	end
10731141	10731158
10731358	10731378
10731593	10731611
10731615	10731633
10734928	10734938
10739697	10739711
10739900	10739914
10751987	10752007
10753327	10753332
10766153	10766173
10780567	10780575
10781515	10781520
10782855	10782868
10788828	10788847
10792134	10792149
10793073	10793090
10796690	10796706
10800285	10800292
10808447	10808460
10810404	10810421
10820789	10820806
10830779	10830790
10831607	10831621
10834334	10834347
10840421	10840439
10840543	10840558
10841028	10841044
10841418	10841430
10842401	10842413
10843347	10843358
10846160	10846177
10846183	10846197
10846852	10846868
10884771	10884786
10885592	10885604
10886299	10886313
10893105	10893120
10901300	10901316
10901855	10901874
10902241	10902254
10903648	10903662
10905001	10905010
10906783	10906798
10907830	10907844
10909303	10909316
10909572	10909590
10910654	10910670
10911366	10911380
10911573	10911588
10911613	10911627
10916021	10916036
10922486	10922500
10936097	10936103
10942693	10942708
10949437	10949451
10952311	10952326
10953894	10953911
10967855	10967871
10974046	10974060
10974163	10974178
10980634	10980651
10980795	10980810
10983847	10983860
10988655	10988660
10988776	10988792
10989512	10989529
10990675	10990680
10998432	10998447
11000361	11000368
11002087	11002107
11025731	11025745
11036490	11036495
11045776	11045794
11057523	11057538
11062590	11062606
11063105	11063117
11099045	11099050
11126087	11126094
11126510	11126527
11128432	11128454
11146235	11146247
11153287	11153302
11166105	11166120
11173225	11173242
11174781	11174799
11177241	11177247
11177404	11177419
11183120	11183139
11189869	11189884
11191404	11191418
11194731	11194749
11214109	11214124
11221895	11221917
11224344	11224351
11255417	11255432
11282723	11282737
11283313	11283334
11286027	11286043
11293617	11293631
11298027	11298043
11298307	11298321
11298369	11298383
11298416	11298434
11306919	11306933
11318819	11318835
11319229	11319245
11321727	11321740
11325823	11325841
11327881	11327900
11333097	11333103
11333943	11333956
11335607	11335620
11337117	11337122
11340873	11340887
11344252	11344266
11344956	11344966
11349106	11349120
11351760	11351772
11363465	11363479
11369516	11369529
11386852	11386865
11388535	11388548
11390375	11390390
11395247	11395252
11395268	11395286
11414830	11414844
11416812	11416818
11427299	11427314
11427414	11427426
11427831	11427839
11437397	11437408
11437533	11437549
11441189	11441206
11441321	11441347
11446496	11446509
11452400	11452420
11452771	11452787
11455127	11455148
11475433	11475439
11477214	11477228
11478378	11478397
11479088	11479103
11509112	11509126
11513380	11513395
11515139	11515149
11518619	11518629
11521568	11521583
11532821	11532835
11555429	11555445
11570443	11570456
11589309	11589321
11603409	11603422
11606080	11606099
11607346	11607362
11608758	11608773
11616801	11616808
11634945	11634951
11656914	11656925
11669284	11669300
11678002	11678018
11690734	11690739
11690741	11690747
11704766	11704779
11709072	11709081
11712063	11712077
11723602	11723611
11731841	11731855
11735558	11735574
11736262	11736275
11739696	11739712
11739874	11739894
11742722	11742740
11742801	11742808
11746445	11746460
11746470	11746483
11748422	11748433
11764209	11764226
11781994	11782011
11793414	11793429
11798399	11798414
11808721	11808735
11812051	11812063
11812070	11812082
11812219	11812233
11812794	11812808
11813799	11813818
11844942	11844948
11855730	11855745
11856032	11856047
11869798	11869813
11907398	11907403
11916158	11916174
11930628	11930642
11931304	11931321
11946507	11946535
11947062	11947072
11955536	11955553
11955702	11955720
11966662	11966671
11966969	11966987
11969465	11969471
11972395	11972402
11972704	11972709
11976080	11976096
11976331	11976336
11980966	11980981
11983366	11983381
11985748	11985763
11987843	11987857
11988806	11988815
11989263	11989276
12002971	12002987
12018671	12018685
12021986	12022000
12022430	12022444
12024141	12024162
12026024	12026031
12026719	12026734
12027530	12027548
12043213	12043219
12059673	12059686
12059821	12059837
12061242	12061261
12064736	12064743
12071764	12071782
12072744	12072766
12073555	12073569
12073901	12073915
12075498	12075512
12087439	12087457
12105072	12105086
12110900	12110920
12110925	12110939
12113753	12113769
12114157	12114177
12114932	12114949
12126206	12126221
12127511	12127525
12131304	12131309
12135076	12135090
12135281	12135294
12141946	12141957
12143733	12143750
12149886	12149904
12153534	12153545
12153922	12153937
12155021	12155038
12159890	12159901
12163408	12163417
12163892	12163903
12178819	12178835
12187121	12187138
12191313	12191327
12198244	12198262
12201808	12201820
12211952	12211966
12218644	12218664
12237031	12237046
12240684	12240689
12241603	12241619
12247123	12247159
12253858	12253873
12256111	12256116
12256270	12256288
12265587	12265605
12265889	12265903
12275001	12275007
12285111	12285127
12290538	12290550
12291315	12291330
12306955	12306967
12312929	12312944
12313642	12313658
12317479	12317496
12323828	12323846
12335664	12335676
12336563	12336581
12341859	12341873
12344053	12344067
12346599	12346611
12352187	12352193
12360232	12360249
12370887	12370903
12374202	12374207
12380075	12380091
12380634	12380653
12390571	12390582
12421329	12421334
12421555	12421571
12455903	12455919
12456743	12456757
12458458	12458475
12458566	12458585
12470701	12470715
12471117	12471129
12474926	12474937
12480054	12480066
12499262	12499278
12500085	12500102
12500291	12500310
12500715	12500727
12511908	12511925
12522006	12522015
12522632	12522647
12535413	12535429
12535786	12535807
12535853	12535869
12539777	12539789
12540818	12540834
12545326	12545337
12551655	12551667
12552136	12552149
12553417	12553438
12553855	12553872
12557004	12557019
12557212	12557225
12557608	12557624
12558029	12558043
12558461	12558479
12558602	12558618
12562423	12562441
12574939	12574953
12576552	12576564
12580995	12581012
12584525	12584540
12587724	12587737
12588104	12588120
12588983	12588995
12589882	12589887
12592406	12592416
12593572	12593583
12597481	12597498
12597849	12597863
12603979	12603991
12605458	12605479
12616659	12616672
12618537	12618550
12621123	12621141
12623735	12623751
12624047	12624063
12625706	12625722
12626097	12626114
12626213	12626226
12629660	12629674
12630233	12630247
12631093	12631100
12633907	12633923
12634739	12634753
12648951	12648965
12650278	12650293
12657995	12658011
12664284	12664298
12668848	12668864
12669330	12669347
12670078	12670095
12670385	12670395
12671871	12671899
12675172	12675185
12680181	12680197
12680794	12680811
12690185	12690196
12692221	12692237
12711505	12711521
12712120	12712134
12718539	12718554
12721462	12721476
12729916	12729932
12731149	12731166
12732479	12732490
12733918	12733930
12741310	12741327
12749152	12749166
12756441	12756458
12768553	12768573
12777063	12777075
12785205	12785224
12799321	12799326
12800381	12800397
12801342	12801354
12803611	12803616
12817090	12817112
12820308	12820322
12821095	12821103
12821268	12821283
12853698	12853714
12853891	12853906
12861303	12861317
12863344	12863356
12873137	12873160
12896619	12896636
12897048	12897064
12899240	12899258
12900598	12900618
12900914	12900930
12907929	12907939
12915850	12915866
12919150	12919169
12921153	12921169
12925268	12925273
12925275	12925280
12925608	12925621
12931757	12931768
12934141	12934155
12953025	12953039
12958191	12958203
12958248	12958254
12970681	12970692
12978202	12978215
12979563	12979579
12983572	12983588
12983737	12983755
12985857	12985871
12992224	12992230
12992343	12992359
12996348	12996365
12996513	12996531
13008837	13008853
13009004	13009017
13032348	13032366
13037887	13037900
13045974	13045988
13050256	13050266
13057165	13057179
13060701	13060723
13061935	13061949
13062245	13062262
13070110	13070126
13077943	13077960
13113526	13113541
13115729	13115734
13115736	13115741
13126857	13126872
13129711	13129727
13130607	13130617
13132830	13132845
13155767	13155785
13162094	13162111
13171800	13171817
13174852	13174858
13175764	13175779
13192171	13192186
13195095	13195112
13203996	13204015
13205418	13205435
13207710	13207722
13208528	13208541
13216155	13216171
13229945	13229963
13230119	13230125
13231955	13231969
13232614	13232630
13234372	13234389
13236719	13236733
13237532	13237548
13237697	13237715
13238901	13238914
13240623	13240638
13240777	13240789
13242137	13242147
13243836	13243849
13260405	13260417
13262816	13262823
13262927	13262940
13272967	13272985
13274326	13274341
13274490	13274508
13275322	13275337
13277092	13277108
13277654	13277668
13285189	13285206
13286060	13286073
13293226	13293244
13299569	13299584
13309491	13309506
13310828	13310843
13323448	13323468
13326035	13326049
13329407	13329426
13335122	13335138
13338071	13338076
13338117	13338131
13344000	13344011
13350967	13350981
13352067	13352080
13354435	13354440
13355445	13355460
13355500	13355515
13356421	13356432
13358927	13358941
13364737	13364754
13373824	13373840
13373962	13373975
13374145	13374158
13374301	13374323
13396934	13396948
13401202	13401217
13401793	13401808
13402625	13402639
13406749	13406766
13421646	13421652
13442037	13442051
13446042	13446058
13451618	13451635
13451841	13451847
13452502	13452511
13455231	13455243
13456673	13456690
13460786	13460802
13461770	13461777
13464944	13464959
13474955	13474973
13478373	13478392
13507148	13507166
13522191	13522196
13526739	13526756
13527426	13527443
13533047	13533060
13545782	13545796
13545876	13545882
13547985	13547996
13550106	13550121
13552219	13552232
13552312	13552325
13556610	13556618
13559465	13559483
13563209	13563224
13566926	13566942
13569187	13569200
13570480	13570494
13571226	13571240
13571969	13571985
13572925	13572942
13585700	13585705
13585709	13585714
13594188	13594200
13595682	13595697
13599255	13599261
13602362	13602380
13620160	13620175
13620462	13620477
13630757	13630774
13633070	13633082
13638241	13638255
13638365	13638380
13640657	13640675
13641111	13641124
13641139	13641156
13642057	13642073
13642978	13642983
13643114	13643131
13644392	13644398
13645465	13645480
13646811	13646827
13647940	13647959
13651386	13651400
13652118	13652132
13652817	13652831
13653914	13653931
13655108	13655121
13662504	13662518
13663196	13663213
13670665	13670681
13679679	13679692
13681975	13681988
13686025	13686031
13728021	13728039
13739875	13739893
13742183	13742209
13778331	13778340
13784198	13784212
13788282	13788297
13790444	13790455
13795182	13795194
13799579	13799589
13802795	13802811
13805728	13805741
13809028	13809039
13809120	13809135
13810563	13810579
13817109	13817129
13825328	13825342
13825629	13825646
13829316	13829325
13834547	13834562
13835421	13835426
13840910	13840920
13845053	13845065
13847182	13847198
13847356	13847369
13859459	13859472
13862544	13862559
13866840	13866858
13884436	13884453
13903900	13903912
13904019	13904031
13945890	13945905
13946911	13946918
13946921	13946926
13962709	13962723
13963690	13963704
13963742	13963759
13974244	13974254
13974705	13974711
13974713	13974718
13979217	13979231
13987810	13987824
13988553	13988570
13990032	13990045
13991121	13991126
13994227	13994245
14005821	14005830
14025881	14025897
14029532	14029547
14034972	14034988
14043285	14043300
14044246	14044263
14045254	14045259
14060502	14060508
14067168	14067180
14077448	14077461
14079855	14079870
14082776	14082794
14082942	14082961
14084029	14084041
14088163	14088177
14109782	14109797
14111371	14111386
14114288	14114305
14114454	14114471
14118983	14118989
14121032	14121045
14122435	14122454
14132463	14132477
14134384	14134401
14135484	14135503
14137843	14137860
14140793	14140808
14145129	14145141
14161698	14161717
14171390	14171402
14175740	14175756
14177879	14177891
14178703	14178721
14182557	14182562
14183589	14183594
14186369	14186386
14186731	14186745
14188192	14188209
14188264	14188286
14188831	14188849
14189137	14189149
14190259	14190274
14192701	14192712
14196221	14196239
14196645	14196657
14197708	14197723
14200093	14200107
14211130	14211143
14218668	14218678
14223947	14223958
14237194	14237215
14244554	14244573
14245004	14245016
14245067	14245081
14246335	14246347
14246474	14246488
14249376	14249396
14269068	14269087
14269476	14269492
14270750	14270765
14273803	14273817
14275824	14275852
14279081	14279097
14280317	14280333
14287956	14287974
14289120	14289135
14294752	14294766
14303022	14303038
14303899	14303911
14304388	14304402
14304417	14304430
14305568	14305581
14316312	14316326
14316749	14316765
14320234	14320250
14322370	14322388
14331117	14331135
14331716	14331722
14337426	14337431
14350321	14350335
14360883	14360898
14362176	14362185
14368252	14368263
14372403	14372420
14374730	14374746
14375195	14375213
14379627	14379640
14383139	14383156
14391272	14391283
14392481	14392499
14402558	14402565
14404068	14404089
14404094	14404111
14404194	14404223
14404818	14404831
14408150	14408171
14408187	14408204
14408214	14408229
14408272	14408291
14408337	14408356
14425832	14425837
14433627	14433653
14436022	14436041
14436640	14436657
14436984	14436999
14437556	14437567
14441222	14441236
14442117	14442132
14442279	14442295
14442633	14442648
14443034	14443047
14456777	14456794
14456938	14456954
14458319	14458333
14458562	14458578
14459601	14459609
14460139	14460153
14473289	14473305
14484100	14484115
14485520	14485532
14485762	14485778
14487369	14487386
14498895	14498909
14507624	14507644
14541531	14541546
14541920	14541934
14542753	14542758
14560859	14560874
14587832	14587847
14606033	14606048
14624846	14624862
14628723	14628737
14633353	14633363
14633462	14633477
14633774	14633787
14637674	14637691
14640060	14640080
14648368	14648376
14654724	14654737
14656557	14656572
14669972	14669989
14678357	14678376
14678706	14678718
14694983	14694991
14696434	14696441
14711987	14712003
14715150	14715164
14716412	14716425
14717129	14717144
14724376	14724390
14737973	14737987
14738137	14738143
14739355	14739373
14741036	14741052
14745158	14745172
14745817	14745831
14750734	14750739
14754113	14754128
14755162	14755178
14755947	14755963
14758977	14758989
14762949	14762964
14763783	14763799
14764967	14764985
14767427	14767442
14768957	14768972
14769498	14769516
14772417	14772427
14773936	14773950
14774713	14774728
14777516	14777526
14782528	14782551
14789925	14789936
14791543	14791556
14799260	14799275
14799717	14799731
14803947	14803966
14804694	14804699
14812048	14812058
14814136	14814166
14814455	14814470
14824450	14824455
14835215	14835232
14836639	14836652
14836796	14836813
14841530	14841545
14841880	14841894
14857220	14857236
14858373	14858388
14866242	14866253
14866296	14866308
14873507	14873521
14881003	14881020
14883521	14883532
14889443	14889463
14893368	14893382
14896955	14896970
14902575	14902593
14902872	14902885
14907727	14907732
14909405	14909418
14915763	14915782
14916510	14916524
14917732	14917748
14925791	14925806
14928843	14928864
14929054	14929073
14929181	14929201
14930631	14930642
14940851	14940864
14945166	14945180
14948217	14948231
14954875	14954888
14955723	14955742
14963757	14963763
14965929	14965944
14968310	14968326
14970381	14970389
14976563	14976575
14980414	14980429
14982445	14982456
14989077	14989092
14991134	14991143
14991145	14991160
14992996	14993007
14993009	14993014
14996953	14996964
14999058	14999069
15000466	15000483
15000498	15000514
15005544	15005566
15013559	15013576
15014848	15014871
15017353	15017389
15026194	15026212
15029284	15029295
15033264	15033277
15034012	15034027
15038467	15038481
15038520	15038534
15039245	15039259
15041841	15041852
15042424	15042438
15042616	15042634
15043747	15043759
15047597	15047616
15049861	15049888
15054067	15054085
15054231	15054244
15065663	15065675
15065679	15065685
15068664	15068679
15068829	15068846
15071952	15071958
15086880	15086897
15087502	15087514
15088405	15088422
15112645	15112660
15112728	15112751
15134854	15134859
15135346	15135351
15135490	15135507
15137029	15137045
15162424	15162436
15171572	15171593
15192625	15192640
15216443	15216456
15216562	15216575
15217442	15217454
15217763	15217775
15220347	15220361
15221859	15221865
15222198	15222214
15224349	15224367
15226190	15226203
15227566	15227586
15228129	15228141
15230024	15230042
15232661	15232679
15232683	15232701
15234666	15234684
15235536	15235549
15235765	15235783
15236642	15236655
15238447	15238463
15262051	15262070
15289837	15289850
15290876	15290895
15290935	15290950
15306589	15306600
15308465	15308485
15309123	15309138
15317893	15317911
15319949	15319966
15321504	15321524
15321607	15321626
15323567	15323572
15323604	15323619
15324297	15324313
15325708	15325722
15335796	15335823
15335881	15335898
15338339	15338349
15338649	15338661
15339668	15339690
15341686	15341700
15341887	15341900
15343352	15343373
15344731	15344749
15346543	15346556
15348073	15348086
15348280	15348296
15353269	15353274
15365657	15365669
15367661	15367677
15367971	15367988
15368341	15368346
15374973	15374989
15384930	15384944
15399389	15399403
15406497	15406512
15407681	15407699
15408408	15408422
15416133	15416150
15418000	15418014
15418029	15418044
15422307	15422324
15425596	15425610
15425781	15425805
15427051	15427067
15427466	15427484
15427918	15427936
15428980	15428997
15429946	15429962
15430036	15430051
15434001	15434020
15450827	15450839
15455450	15455466
15457453	15457463
15457679	15457693
15481694	15481711
15483062	15483074
15485455	15485460
15485698	15485714
15485748	15485764
15509815	15509834
15510511	15510526
15510676	15510693
15511326	15511341
15519329	15519343
15520944	15520958
15534787	15534802
15560077	15560095
15572240	15572253
15573421	15573436
15575722	15575737
15595670	15595684
15613975	15613989
15617739	15617751
15623613	15623631
15629096	15629101
15631309	15631325
15636337	15636360
15643937	15643955
15645467	15645482
15646038	15646050
15646240	15646260
15647832	15647845
15648282	15648297
15648836	15648853
15648966	15648982
15649128	15649144
15651095	15651108
15657861	15657877
15664695	15664713
15665156	15665161
15666677	15666689
15674712	15674726
15676825	15676840
15685933	15685951
15688223	15688231
15688856	15688871
15692024	15692038
15694493	15694503
15700043	15700057
15709238	15709251
15712867	15712881
15713223	15713241
15714845	15714861
15715309	15715323
15717191	15717201
15717743	15717757
15719251	15719265
15720911	15720927
15722450	15722465
15722991	15723004
15727521	15727537
15740807	15740823
15740898	15740909
15741057	15741067
15742116	15742131
15742193	15742208
15743171	15743187
15743666	15743680
15749463	15749477
15756818	15756836
15765184	15765197
15765209	15765214
15781031	15781045
15781869	15781874
15787024	15787040
15796013	15796024
15796052	15796058
15796194	15796210
15810152	15810162
15810469	15810479
15825263	15825279
15846535	15846550
15846646	15846662
15852099	15852113
15852401	15852416
15852508	15852519
15853659	15853673
15853734	15853748
15855924	15855938
15858180	15858197
15862162	15862177
15894271	15894285
15897248	15897263
15897835	15897847
15904756	15904771
15927973	15927989
15930671	15930686
15934076	15934090
15936387	15936403
15939920	15939932
15953548	15953577
15956976	15956994
15957789	15957805
15957954	15957970
15960598	15960610
15964064	15964077
15964102	15964118
15964308	15964321
15970900	15970912
15970938	15970955
15989033	15989047
15993330	15993345
16000582	16000592
16007238	16007251
16007578	16007600
16008758	16008777
16014377	16014394
16016965	16016976
16038216	16038226
16041377	16041393
16043075	16043090
16043225	16043241
16046296	16046308
16071849	16071859
16084566	16084571
16085348	16085362
16085984	16086001
16087194	16087210
16090397	16090410
16090709	16090720
16091534	16091544
16099080	16099094
16100982	16100995
16102353	16102366
16110948	16110962
16117682	16117701
16123214	16123228
16127450	16127470
16128502	16128518
16129469	16129482
16135782	16135801
16136833	16136851
16140819	16140831
16140874	16140889
16146191	16146204
16146358	16146371
16148218	16148230
16160128	16160143
16161047	16161062
16162116	16162130
16163042	16163055
16164324	16164346
16164545	16164560
16164689	16164709
16166642	16166659
16168703	16168719
16168864	16168881
16177932	16177946
16202127	16202142
16202813	16202827
16206051	16206063
16208028	16208044
16208678	16208698
16213106	16213122
16219254	16219266
16219273	16219284
16221082	16221096
16222286	16222299
16222776	16222787
16224190	16224207
16243457	16243474
16246315	16246331
16246704	16246719
16278558	16278572
16300324	16300346
16301950	16301967
16318106	16318122
16329315	16329329
16330138	16330153
16338016	16338022
16339263	16339273
16343759	16343773
16343896	16343916
16347201	16347217
16364837	16364854
16371259	16371275
16375830	16375842
16376618	16376632
16376926	16376945
16378431	16378447
16383075	16383093
16387906	16387911
16398449	16398455
16399191	16399209
16401357	16401370
16407071	16407078
16407080	16407087
16411176	16411191
16412647	16412660
16415735	16415771
16416813	16416827
16419341	16419353
16420189	16420206
16420999	16421014
16437723	16437728
16446575	16446594
16447353	16447371
16447390	16447408
16448495	16448512
16470848	16470861
16472263	16472280
16473126	16473146
16473618	16473631
16474282	16474299
16474564	16474581
16506597	16506614
16521686	16521701
16522953	16522968
16523735	16523743
16526000	16526014
16534728	16534746
16539421	16539431
16541343	16541356
16542642	16542657
16553135	16553152
16553258	16553273
16557475	16557490
16562186	16562195
16566870	16566894
16568660	16568673
16585952	16585970
16586687	16586703
16603230	16603252
16603487	16603500
16608411	16608424
16609191	16609209
16621866	16621878
16632038	16632052
16634455	16634471
16636348	16636363
16645389	16645400
16646891	16646908
16654842	16654856
16658970	16658986
16661923	16661942
16665676	16665689
16676782	16676797
16679541	16679555
16680087	16680095
16691139	16691153
16693626	16693645
16694135	16694146
16694197	16694211
16694498	16694514
16695819	16695838
16715703	16715721
16717386	16717405
16724184	16724198
16726179	16726192
16729714	16729728
16729733	16729752
16733103	16733115
16737353	16737360
16738259	16738272
16739279	16739297
16753617	16753627
16753758	16753769
16757017	16757022
16757025	16757030
16758416	16758433
16758727	16758744
16765629	16765647
16765933	16765948
16766525	16766541
16766560	16766576
16766961	16766980
16767598	16767614
16767907	16767924
16769640	16769653
16808035	16808047
16808276	16808294
16810942	16810957
16813076	16813094
16816124	16816139
16818231	16818249
16822822	16822831
16825779	16825784
16825786	16825794
16872974	16872992
16876575	16876588
16877068	16877080
16877509	16877522
16882235	16882250
16891963	16891981
16895520	16895534
16895858	16895879
16911660	16911675
16926006	16926019
16931278	16931291
16938082	16938095
16948800	16948814
16950427	16950440
16951800	16951816
16953925	16953940
16954768	16954775
16956769	16956783
16959673	16959688
16960175	16960191
16964022	16964036
16964411	16964427
16967054	16967070
16980164	16980177
16989966	16989981
16990149	16990163
16991014	16991032
16995110	16995125
17036176	17036193
17039820	17039836
17040687	17040701
17040875	17040886
17066970	17066984
17071129	17071144
17072190	17072202
17072227	17072243
17078233	17078251
17080363	17080380
17081777	17081792
17093816	17093821
17100758	17100776
17101282	17101296
17101490	17101495
17101497	17101502
17105745	17105758
17106444	17106459
17106609	17106625
17132821	17132826
17133105	17133118
17133168	17133180
17136000	17136018
17136557	17136574
17139500	17139516
17139596	17139604
17140139	17140157
17140372	17140400
17140768	17140775
17143446	17143460
17145907	17145920
17190949	17190963
17191480	17191493
17193726	17193738
17213535	17213547
17215462	17215469
17219519	17219535
17220048	17220064
17222589	17222604
17229779	17229794
17255785	17255799
17258279	17258296
17260669	17260691
17261085	17261107
17261958	17261972
17264208	17264224
17264231	17264245
17270732	17270748
17278294	17278305
17281748	17281761
17286060	17286078
17287304	17287323
17292548	17292567
17297277	17297290
17298397	17298409
17299828	17299840
17304067	17304080
17308075	17308089
17315250	17315263
17317213	17317229
17317672	17317688
17317814	17317833
17326703	17326724
17334839	17334857
17354484	17354498
17354906	17354925
17363900	17363914
17367890	17367907
17367950	17367966
17368011	17368026
17368312	17368332
17369271	17369288
17369329	17369349
17371297	17371309
17371419	17371434
17378000	17378019
17379197	17379216
17383778	17383791
17389375	17389389
17396685	17396703
17397085	17397101
17401664	17401679
17410364	17410384
17411698	17411714
17427874	17427889
17439191	17439202
17450718	17450734
17452247	17452255
17455042	17455057
17456388	17456410
17456491	17456512
17459115	17459127
17460309	17460329
17461191	17461207
17461684	17461689
17479970	17479985
17480876	17480889
17488187	17488205
17501112	17501126
17522785	17522802
17531377	17531390
17531432	17531446
17533240	17533255
17538134	17538150
17563360	17563371
17564401	17564412
17568347	17568362
17596295	17596309
17596980	17596992
17599719	17599734
17599897	17599918
17600844	17600856
17601024	17601042
17601967	17601985
17602661	17602672
17605067	17605084
17605256	17605261
17605744	17605763
17606310	17606318
17608597	17608613
17627834	17627839
17627842	17627848
17628891	17628902
17631126	17631152
17632245	17632263
17633343	17633362
17635951	17635966
17635979	17635993
17638257	17638269
17639605	17639622
17639691	17639712
17639951	17639973
17649759	17649770
17650133	17650152
17650864	17650875
17653218	17653231
17657639	17657658
17658738	17658754
17664348	17664360
17666236	17666247
17670894	17670909
17671716	17671733
17672490	17672506
17672815	17672829
17684678	17684693
17688895	17688917
17712951	17712958
17718958	17718970
17719585	17719599
17735283	17735296
17739645	17739661
17744599	17744613
17745046	17745061
17747094	17747109
17749610	17749624
17749657	17749673
17752960	17752982
17754305	17754317
17755302	17755311
17755313	17755318
17762732	17762738
17763768	17763786
17767598	17767611
17769547	17769564
17770153	17770170
17773182	17773198
17776470	17776485
17778359	17778372
17779988	17780007
17783427	17783437
17783463	17783479
17784805	17784812
17784824	17784839
17785063	17785071
17785685	17785700
17785949	17785963
17793193	17793213
17800891	17800909
17801192	17801207
17801973	17801989
17810494	17810509
17814298	17814315
17814742	17814755
17818160	17818178
17819863	17819874
17824317	17824333
17825661	17825675
17826755	17826777
17833706	17833717
17834965	17834983
17836455	17836466
17837960	17837973
17853138	17853154
17854089	17854100
17854463	17854482
17860439	17860451
17867707	17867719
17869980	17869999
17871465	17871478
17872305	17872322
17872533	17872549
17889808	17889819
17895936	17895947
17914443	17914459
17914669	17914689
17916559	17916576
17916905	17916920
17923622	17923635
17923946	17923951
17929086	17929101
17930504	17930518
17935221	17935236
17935383	17935395
17935976	17935994
17962033	17962049
17962193	17962205
17970284	17970298
17993761	17993775
17994496	17994501
17996333	17996348
18008358	18008374
18008760	18008767
18012852	18012868
18014884	18014891
18017073	18017089
18024774	18024788
18025600	18025616
18027176	18027191
18027966	18027979
18028306	18028325
18032080	18032090
18037021	18037033
18039343	18039354
18045506	18045522
18050212	18050225
18055213	18055228
18057922	18057938
18061157	18061169
18071018	18071036
18079540	18079556
18082030	18082044
18084096	18084114
18091241	18091254
18092512	18092517
18095400	18095414
18102170	18102187
18103023	18103038
18107887	18107903
18108079	18108096
18118001	18118017
18123698	18123712
18133562	18133576
18133619	18133631
18134697	18134712
18134862	18134879
18138705	18138719
18140258	18140274
18144118	18144136
18154115	18154132
18155467	18155482
18164458	18164464
18165332	18165345
18168513	18168529
18170253	18170268
18177124	18177140
18213913	18213931
18214649	18214666
18224197	18224209
18224394	18224399
18244722	18244738
18250963	18250974
18253666	18253686
18256042	18256063
18263178	18263195
18265934	18265939
18265943	18265948
18272853	18272860
18279768	18279773
18291688	18291693
18298716	18298731
18301433	18301447
18312001	18312013
18312078	18312090
18312467	18312481
18318086	18318101
18329053	18329071
18330805	18330821
18340131	18340146
18343831	18343843
18359609	18359624
18362745	18362760
18362823	18362836
18371178	18371188
18373945	18373963
18374037	18374054
18374556	18374561
18374563	18374569
18376476	18376497
18377499	18377515
18380018	18380024
18380552	18380566
18380594	18380612
18380712	18380730
18382493	18382498
18382683	18382699
18387659	18387674
18388248	18388261
18393878	18393895
18394868	18394887
18396594	18396610
18399751	18399762
18412865	18412880
18423421	18423440
18425189	18425205
18429185	18429202
18441787	18441806
18443648	18443663
18444198	18444203
18444205	18444210
18445719	18445731
18448617	18448631
18451845	18451860
18455868	18455883
18460213	18460229
18462970	18462986
18470683	18470698
18479482	18479496
18480031	18480046
18493432	18493447
18495167	18495183
18499642	18499657
18512249	18512261
18524919	18524928
18531956	18531973
18534936	18534952
18544113	18544124
18544190	18544195
18544197	18544203
18555033	18555045
18556816	18556829
18559822	18559838
18580276	18580289
18589971	18589987
18597444	18597463
18602990	18603004
18605975	18605989
18608028	18608044
18616849	18616863
18623744	18623758
18628820	18628838
18629004	18629018
18636977	18636991
18637141	18637160
18637824	18637844
18675180	18675195
18682051	18682069
18683792	18683808
18686974	18686984
18687855	18687867
18696900	18696910
18698253	18698269
18708517	18708532
18712096	18712108
18713644	18713658
18717429	18717445
18717595	18717612
18718681	18718693
18718736	18718750
18728588	18728604
18729176	18729194
18730002	18730018
18734002	18734016
18741747	18741768
18749836	18749860
18766477	18766491
18767783	18767798
18770910	18770923
18774415	18774428
18776959	18776973
18777891	18777903
18791740	18791758
18791772	18791784
18791842	18791855
18803137	18803150
18810298	18810305
18811119	18811132
18819770	18819786
18820112	18820127
18830961	18830980
18831685	18831704
18831742	18831755
18832431	18832443
18836445	18836465
18836524	18836542
18838905	18838925
18843242	18843263
18847690	18847704
18852119	18852140
18853317	18853330
18855687	18855701
18857381	18857397
18872350	18872364
18874554	18874569
18874646	18874660
18885842	18885858
18886809	18886831
18899357	18899371
18903366	18903385
18903940	18903951
18906083	18906097
18907012	18907023
18909437	18909457
18930700	18930719
18934304	18934317
18952000	18952014
18964275	18964295
18965656	18965670
18965681	18965695
18965810	18965825
18966567	18966573
18970491	18970510
18973911	18973924
18976205	18976211
18984500	18984513
18985671	18985688
18985983	18985997
18987410	18987428
18990171	18990187
18990454	18990476
19003251	19003258
19003904	19003921
19004069	19004088
19005728	19005735
19009774	19009788
19010696	19010707
19020417	19020423
19020425	19020431
19022082	19022095
19025164	19025180
19031199	19031210
19038050	19038064
19039007	19039022
19040957	19040972
19056930	19056947
19058031	19058046
19058998	19059015
19084045	19084056
19084114	19084130
19095675	19095691
19107032	19107046
19116740	19116757
19125120	19125134
19125138	19125151
19141136	19141145
19142199	19142214
19144918	19144932
19145450	19145464
19147641	19147656
19156100	19156110
19156136	19156153
19157644	19157658
19159595	19159608
19164054	19164062
19164991	19165008
19166931	19166946
19176377	19176388
19176488	19176503
19180920	19180934
19181343	19181350
19183440	19183457
19194146	19194163
19194366	19194381
19199712	19199726
19234310	19234323
19236524	19236539
19242977	19242991
19245193	19245208
19278000	19278014
19279188	19279203
19282251	19282266
19287377	19287398
19293028	19293041
19303534	19303549
19305068	19305084
19305090	19305108
19317868	19317880
